0
1.8101
3.6202
5.43
7.2395
9.0485
10.857
12.664
14.471
16.277
18.081
19.884
21.686
23.486
25.285
27.081
28.875
30.668
32.458
34.246
36.031
37.813
39.593
41.369
43.143
44.914
46.681
48.444
50.204
51.961
53.713
55.462
57.207
58.947
60.683
62.415
64.142
65.864
67.582
69.295
71.003
72.705
74.403
76.095
77.782
79.463
81.138
82.808
84.472
86.13
87.782
89.428
91.068
92.701
94.328
95.949
97.563
99.17
100.77
102.36
103.95
105.53
107.1
108.67
110.23
111.78
113.32
114.86
116.39
117.91
119.42
120.93
122.43
123.92
125.4
126.88
128.34
129.8
131.25
132.7
134.13
135.56
136.98
138.39
139.79
141.18
142.57
143.95
145.31
146.67
148.03
144.78
141.55
138.35
135.16
131.99
128.84
125.71
122.59
119.49
116.41
113.34
110.28
107.25
104.22
101.21
98.211
95.226
92.253
89.292
86.343
83.404
80.476
77.559
74.651
71.752
68.863
65.982
63.11
60.245
57.388
54.538
51.695
48.859
46.028
43.203
40.384
37.57
34.76
31.954
29.153
26.355
23.561
20.769
17.981
15.194
12.409
9.6264
6.8448
4.0642
1.2841
0
0
0
0
0
0
0
0
0
0
0
